model,epochs_ran,best_epoch,best_val_dice,best_val_iou,best_val_loss,final_train_loss,final_val_loss,optimizer,scheduler,loss,trainable_params,mean_latency_ms,std_latency_ms,throughput_img_s,peak_memory_mb,dice_per_ms,dice_per_gb,opt_amp_mode,opt_channels_last,opt_compile_model,opt_compile_mode,opt_gradient_checkpointing,opt_grad_accumulation_steps,opt_max_grad_norm,opt_ema_decay,opt_persistent_workers,opt_prefetch_factor,opt_gradient_checkpointing_modules,test_loss,test_dice,test_iou,opt_quantized_cpu
dinov2_base_merged,6,6,0.8705776583037388,0.8674923855651836,0.10274941040280977,0.1020032899208846,0.10274941040280977,adamw,cosine,dice_bce,88131172,130.8079055786133,0.8505518991164035,7.644797885698257,2351.8916015625,0.006655390241536561,0.3790444770119386,fp16,True,False,reduce-overhead,True,2,1.0,0.999,True,2,['backbone'],0.08726855156366987,0.8952935502397642,0.8922082224338175,
dinov2_base_merged_quantized_cpu,6,6,0.8705776583037388,0.8674923855651836,0.10274941040280977,0.1020032899208846,0.10274941040280977,adamw,cosine,dice_bce,88131172,2623.436581199894,28.147011705396196,0.38117940687654245,0.0,0.006655390241536561,0.3790444770119386,fp16,True,False,reduce-overhead,True,2,1.0,0.999,True,2,['backbone'],0.08726855156366987,0.8952935502397642,0.8922082224338175,True
